u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
40	3	1.073872	-1.489564	15	5.94828816987671	2.76155127847708	-2.7679835785093
41	3	1.143154	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
42	3	1.212436	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
43	3	1.281718	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
44	3	1.351	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
45	3	1.420282	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
46	3	1.489564	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
47	3	1.558846	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
48	3	1.628128	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
49	3	1.69741	-1.489564	4	5.94828816987671	2.73160956307028	-2.7679835785093
0	4	-1.69741	-1.420282	16	6.09910689941107	2.77241378616888	-2.85518891355492
1	4	-1.628128	-1.420282	1	6.09910689941107	3.00716505376489	-2.85518891355492
2	4	-1.558846	-1.420282	17	6.09910689941107	2.77241378616888	-2.85518891355492
3	4	-1.489564	-1.420282	17	6.09910689941107	2.77241378616888	-2.85518891355492
4	4	-1.420282	-1.420282	18	6.09910689941107	2.77241378616888	-2.85518891355492
5	4	-1.351	-1.420282	19	6.09910689941107	2.77241378616888	-2.85518891355492
6	4	-1.281718	-1.420282	20	6.02704972145802	3.00716505376489	-2.85518891355492
7	4	-1.212436	-1.420282	20	6.02704972145802	3.00716505376489	-2.85518891355492
8	4	-1.143154	-1.420282	21	6.02704972145802	3.00716505376489	-2.85518891355492
9	4	-1.073872	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
10	4	-1.004589	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
11	4	-0.935307	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
12	4	-0.866025	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
13	4	-0.796743	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
14	4	-0.727461	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
15	4	-0.658179	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
16	4	-0.588897	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
17	4	-0.519615	-1.420282	2	6.02704972145802	3.00716505376489	-2.85518891355492
18	4	-0.450333	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
19	4	-0.381051	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
20	4	-0.311769	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
21	4	-0.242487	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
22	4	-0.173205	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
23	4	-0.103923	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
24	4	-0.034641	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
25	4	0.034641	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
26	4	0.103923	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
27	4	0.173205	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
28	4	0.242487	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
29	4	0.311769	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
30	4	0.381051	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
31	4	0.450333	-1.420282	6	6.02704972145802	3.00716505376489	-2.85518891355492
32	4	0.519615	-1.420282	22	6.02704972145802	3.00716505376489	-2.85518891355492
33	4	0.588897	-1.420282	22	6.02704972145802	3.00716505376489	-2.85518891355492
34	4	0.658179	-1.420282	22	6.02704972145802	3.00716505376489	-2.85518891355492
35	4	0.727461	-1.420282	13	5.94828816987671	2.73160956307028	-2.7679835785093
36	4	0.796743	-1.420282	13	5.94828816987671	2.73160956307028	-2.7679835785093
37	4	0.866025	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
38	4	0.935307	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
39	4	1.004589	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
40	4	1.073872	-1.420282	23	5.94828816987671	2.77191770998081	-2.7679835785093
41	4	1.143154	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
42	4	1.212436	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
43	4	1.281718	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
44	4	1.351	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
45	4	1.420282	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
46	4	1.489564	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
47	4	1.558846	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
48	4	1.628128	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
49	4	1.69741	-1.420282	4	5.94828816987671	2.73160956307028	-2.7679835785093
0	5	-1.69741	-1.351	16	6.09910689941107	2.77241378616888	-2.85518891355492
1	5	-1.628128	-1.351	24	6.09910689941107	2.77241378616888	-2.85518891355492
2	5	-1.558846	-1.351	17	6.09910689941107	2.77241378616888	-2.85518891355492
3	5	-1.489564	-1.351	17	6.09910689941107	2.77241378616888	-2.85518891355492
4	5	-1.420282	-1.351	18	6.09910689941107	2.77241378616888	-2.85518891355492
5	5	-1.351	-1.351	19	6.09910689941107	2.77241378616888	-2.85518891355492
6	5	-1.281718	-1.351	20	6.02704972145802	3.00716505376489	-2.85518891355492
