u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
17	3	3.469388	0.612245	7	1.16886980441113	1.89232367955522	4.03892180039256
18	3	3.673469	0.612245	7	1.16886980441113	1.89232367955522	4.03892180039256
19	3	3.877551	0.612245	7	1.16886980441113	1.89232367955522	4.03892180039256
20	3	4.081633	0.612245	7	1.16886980441113	1.89232367955522	4.03892180039256
21	3	4.285714	0.612245	7	1.16886980441113	1.89232367955522	4.03892180039256
22	3	4.489796	0.612245	20	0.984185269109382	2.01653901148507	3.98845406782205
23	3	4.693878	0.612245	20	0.984185269109382	2.01653901148507	3.98845406782205
24	3	4.897959	0.612245	20	0.984185269109382	2.01653901148507	3.98845406782205
25	3	5.102041	0.612245	21	0.984185269109382	2.01653901148507	4.00815615913288
26	3	5.306122	0.612245	21	0.984185269109382	2.01653901148507	4.00815615913288
27	3	5.510204	0.612245	21	0.984185269109382	2.01653901148507	4.00815615913288
28	3	5.714286	0.612245	8	1.04687088788135	2.01653901148507	3.98845406782205
29	3	5.918367	0.612245	8	1.04687088788135	2.01653901148507	3.98845406782205
30	3	6.122449	0.612245	8	1.04687088788135	2.01653901148507	3.98845406782205
31	3	6.326531	0.612245	9	0.995828940487909	1.88883299829955	3.92814668668877
32	3	6.530612	0.612245	9	0.995828940487909	1.88883299829955	3.92814668668877
33	3	6.734694	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
34	3	6.938776	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
35	3	7.142857	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
36	3	7.346939	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
37	3	7.55102	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
38	3	7.755102	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
39	3	7.959184	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
40	3	8.163265	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
41	3	8.367347	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
42	3	8.571429	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
43	3	8.77551	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
44	3	8.979592	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
45	3	9.183673	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
46	3	9.387755	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
47	3	9.591837	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
48	3	9.795918	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
49	3	10	0.612245	22	0.904945955800736	2.02730485615919	4.05499465873553
0	4	0	0.816327	18	5.08535331176001	0.575952362819591	-2.98366224623026
1	4	0.204082	0.816327	18	5.08535331176001	0.575952362819591	-2.98366224623026
2	4	0.408163	0.816327	18	5.08535331176001	0.575952362819591	-2.98366224623026
3	4	0.612245	0.816327	2	5.08535331176001	0.575952362819591	-2.98366224623026
4	4	0.816327	0.816327	23	5.01984455148815	0.575952362819591	-2.98366224623026
5	4	1.020408	0.816327	23	5.01984455148815	0.575952362819591	-2.98366224623026
6	4	1.22449	0.816327	24	5.01984455148815	0.575952362819591	-2.98366224623026
7	4	1.428571	0.816327	24	5.01984455148815	0.575952362819591	-2.98366224623026
8	4	1.632653	0.816327	24	5.01984455148815	0.575952362819591	-2.98366224623026
9	4	1.836735	0.816327	25	4.81371124157586	0.598289449045608	-2.98366224623026
10	4	2.040816	0.816327	25	4.81371124157586	0.598289449045608	-2.98366224623026
11	4	2.244898	0.816327	4	4.72808781280169	0.598289449045608	-2.98366224623026
12	4	2.44898	0.816327	4	4.72808781280169	0.598289449045608	-2.98366224623026
13	4	2.653061	0.816327	4	4.72808781280169	0.598289449045608	-2.98366224623026
14	4	2.857143	0.816327	26	4.91997763206269	0.53235206456421	-2.98346939763212
15	4	3.061224	0.816327	27	4.91997763206269	0.724946998958368	-2.98346939763212
16	4	3.265306	0.816327	27	4.91997763206269	0.724946998958368	-2.98346939763212
17	4	3.469388	0.816327	7	1.16886980441113	1.89232367955522	4.03892180039256
18	4	3.673469	0.816327	7	1.16886980441113	1.89232367955522	4.03892180039256
19	4	3.877551	0.816327	7	1.16886980441113	1.89232367955522	4.03892180039256
20	4	4.081633	0.816327	7	1.16886980441113	1.89232367955522	4.03892180039256
21	4	4.285714	0.816327	7	1.16886980441113	1.89232367955522	4.03892180039256
22	4	4.489796	0.816327	20	0.984185269109382	2.01653901148507	3.98845406782205
23	4	4.693878	0.816327	28	0.984185269109382	2.03844013555942	3.9732073901188
24	4	4.897959	0.816327	28	0.984185269109382	2.03844013555942	3.9732073901188
25	4	5.102041	0.816327	28	0.984185269109382	2.03844013555942	3.9732073901188
26	4	5.306122	0.816327	28	0.984185269109382	2.03844013555942	3.9732073901188
27	4	5.510204	0.816327	28	0.984185269109382	2.03844013555942	3.9732073901188
28	4	5.714286	0.816327	29	1.02466321404306	2.01653901148507	3.98845406782205
29	4	5.918367	0.816327	29	1.02466321404306	2.01653901148507	3.98845406782205
30	4	6.122449	0.816327	29	1.02466321404306	2.01653901148507	3.98845406782205
31	4	6.326531	0.816327	30	0.995828940487909	1.9383386552901	3.92814668668877
32	4	6.530612	0.816327	30	0.995828940487909	1.9383386552901	3.92814668668877
33	4	6.734694	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
34	4	6.938776	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
35	4	7.142857	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
36	4	7.346939	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
37	4	7.55102	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
38	4	7.755102	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
39	4	7.959184	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
40	4	8.163265	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
41	4	8.367347	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
42	4	8.571429	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
43	4	8.77551	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
44	4	8.979592	0.816327	22	0.904945955800736	2.02730485615919	4.05499465873553
45	4	9.183673	0.816327	31	0.90074476075092	2.02730485615919	4.05499465873553
46	4	9.387755	0.816327	31	0.90074476075092	2.02730485615919	4.05499465873553
47	4	9.591837	0.816327	31	0.90074476075092	2.02730485615919	4.05499465873553
48	4	9.795918	0.816327	31	0.90074476075092	2.02730485615919	4.05499465873553
49	4	10	0.816327	31	0.90074476075092	2.02730485615919	4.05499465873553
0	5	0	1.020408	18	5.08535331176001	0.575952362819591	-2.98366224623026
1	5	0.204082	1.020408	18	5.08535331176001	0.575952362819591	-2.98366224623026
2	5	0.408163	1.020408	18	5.08535331176001	0.575952362819591	-2.98366224623026
3	5	0.612245	1.020408	2	5.08535331176001	0.575952362819591	-2.98366224623026
4	5	0.816327	1.020408	23	5.01984455148815	0.575952362819591	-2.98366224623026
5	5	1.020408	1.020408	23	5.01984455148815	0.575952362819591	-2.98366224623026
6	5	1.22449	1.020408	32	5.01984310149535	0.575952362819591	-2.98366224623026
7	5	1.428571	1.020408	24	5.01984455148815	0.575952362819591	-2.98366224623026
8	5	1.632653	1.020408	24	5.01984455148815	0.575952362819591	-2.98366224623026
9	5	1.836735	1.020408	25	4.81371124157586	0.598289449045608	-2.98366224623026
10	5	2.040816	1.020408	25	4.81371124157586	0.598289449045608	-2.98366224623026
11	5	2.244898	1.020408	4	4.72808781280169	0.598289449045608	-2.98366224623026
12	5	2.44898	1.020408	4	4.72808781280169	0.598289449045608	-2.98366224623026
13	5	2.653061	1.020408	4	4.72808781280169	0.598289449045608	-2.98366224623026
14	5	2.857143	1.020408	26	4.91997763206269	0.532352064564209	-2.98346939763212
15	5	3.061224	1.020408	27	4.91997763206269	0.724946998958368	-2.98346939763212
16	5	3.265306	1.020408	27	4.91997763206269	0.724946998958368	-2.98346939763212
17	5	3.469388	1.020408	7	1.16886980441113	1.89232367955522	4.03892180039256
18	5	3.673469	1.020408	7	1.16886980441113	1.89232367955522	4.03892180039256
19	5	3.877551	1.020408	7	1.16886980441113	1.89232367955522	4.03892180039256
20	5	4.081633	1.020408	7	1.16886980441113	1.89232367955522	4.03892180039256
21	5	4.285714	1.020408	7	1.16886980441113	1.89232367955522	4.03892180039256
22	5	4.489796	1.020408	20	0.984185269109382	2.01653901148507	3.98845406782205
23	5	4.693878	1.020408	28	0.984185269109382	2.03844013555942	3.9732073901188
24	5	4.897959	1.020408	28	0.984185269109382	2.03844013555942	3.9732073901188
25	5	5.102041	1.020408	28	0.984185269109382	2.03844013555942	3.9732073901188
26	5	5.306122	1.020408	28	0.984185269109382	2.03844013555942	3.9732073901188
27	5	5.510204	1.020408	28	0.984185269109382	2.03844013555942	3.9732073901188
28	5	5.714286	1.020408	33	0.995828940487909	2.01653901148507	3.98845406782205
29	5	5.918367	1.020408	34	1.02466321404306	2.01653901148507	3.98845406782205
30	5	6.122449	1.020408	29	1.02466321404306	2.01653901148507	3.98845406782205
31	5	6.326531	1.020408	30	0.995828940487909	1.9383386552901	3.92814668668877
32	5	6.530612	1.020408	30	0.995828940487909	1.9383386552901	3.92814668668877
33	5	6.734694	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
34	5	6.938776	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
35	5	7.142857	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
36	5	7.346939	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
37	5	7.55102	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
38	5	7.755102	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
39	5	7.959184	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
40	5	8.163265	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
41	5	8.367347	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
42	5	8.571429	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
43	5	8.77551	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
44	5	8.979592	1.020408	22	0.904945955800736	2.02730485615919	4.05499465873553
45	5	9.183673	1.020408	31	0.90074476075092	2.02730485615919	4.05499465873553
46	5	9.387755	1.020408	31	0.90074476075092	2.02730485615919	4.05499465873553
47	5	9.591837	1.020408	31	0.90074476075092	2.02730485615919	4.05499465873553
48	5	9.795918	1.020408	31	0.90074476075092	2.02730485615919	4.05499465873553
49	5	10	1.020408	31	0.90074476075092	2.02730485615919	4.05499465873553
0	6	0	1.22449	35	5.08535331176001	0.575952362819591	-2.94365475718985
1	6	0.204082	1.22449	35	5.08535331176001	0.575952362819591	-2.94365475718985
2	6	0.408163	1.22449	36	5.08535331176001	0.575952362819591	-2.98366224623026
